objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,areadoc-link,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
coll020,cb_ajpr0020.jpg,,,"Página de 15/11/1969 del libro de registro de trabajos. Siembra de pinsapo en el monte Pinar de Yunquera (Málaga).",José Pino Rivera,1969-11-15,"Importe de los trabajos de siembra de piñas de pinsapo, monte Pinar de Yunquera (Málaga). Piña sembrada desde el llano de la Casa, hoyo Bellina, puerto Bellina y falda del Este, tajo de las Albercas y cueva del Agua (pinsapar de Yunquera). Trabajos realizados la segunda quincena de octubre y primera quincena de noviembre de 1969; 280 jornales; precio del jornal 175 Ptas; 2.878 kg de piña; 43.180 piñas; importe total (salarios más recibos) 50.270 Ptas. Cerrada esta página el 15/11/1969.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;repoblaciones forestales;siembras;Abies pinsapo Boiss.;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1969,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Pinsapar de Yunquera (Málaga)",36.718744,-4.983049,"Archivo de José Pino Rivera",cb_ajpr0020.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll021,cb_ajpr0021.jpg,,,"Página de 15/11/1969 del libro de registro de trabajos. Siembra de pinsapo en el monte Pinar, Yunquera (Málaga).",José Pino Rivera,1969-11-15,"Importe de los trabajos de siembra de pinsapo, monte Pinar de Yunquera (Málaga). Semilla de pinsapo sembrada en placetillas bajo mata en la umbría de las cuevecillas del Agua (pinsapar de Yunquera). Trabajos realizados la primera quincena de noviembre de 1969; 9 peones forestales; 44 jornales (37 en siembra y 7 en recogida de semilla); precio del jornal 175 Ptas; 4.480 placetillas sembradas; importe total (salarios más recibos) 7.750 Ptas. Compra de una yegüa por 11.000 Ptas. Cerrada esta página el 15/11/1969.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;repoblaciones forestales;siembras;Abies pinsapo Boiss.;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1969,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Pinsapar de Yunquera (Málaga)",36.718744,-4.983049,"Archivo de José Pino Rivera",cb_ajpr0020.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll022,cb_ajpr0022.jpg,,,"Página de 15/12/1969 del libro de registro de trabajos. Arreglo de caminos en el monte Pinar, Yunquera (Málaga).",José Pino Rivera,1969-12-15,"Importe de arreglo de caminos en el monte Pinar de Yunquera (Málaga). Caminos arreglados: Barranco del Arca, Peña Orón, canalizo del puerto de Tres Puertas. Trabajos realizados la primera quincena de diciembre de 1969: 3 peones forestales; 15 jornales; precio del jornal 175 Ptas; importe total 2.625 Ptas. Cerrada esta página el 15/12/1969.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;reparación de caminos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1969,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Pinsapar de Yunquera (Málaga)",36.740811,-4.964773,"Archivo de José Pino Rivera",cb_ajpr0022.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll023,cb_ajpr0023.jpg,,,"Página de 31/03/1970 del libro de registro de trabajos. Construcción de nuevos caminos en el monte Pinar, Yunquera (Málaga).",José Pino Rivera,1970-03-31,"Importe de construcción de nuevos caminos en el monte Pinar de Yunquera (Málaga). Nuevos caminos construídos: desde la cañada de las Palomas hasta el puerto de Bellina (pasando por Huarte, Arenitas, cueva del Hornillo, puerto de Balsitas, norte de Bellina y puerto de Bellina). Trabajos realizados la segunda quincena de febrero y la primera y segunda de marzo: 52 peones forestales; 274 jornales; precio del jornal 200 Ptas; 8.509 metros de camino; importe total (salarios más recibos) 55.857 Pta. Un trabajador accidentado. Cerrada esta página el 31/03/1970.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;construcción de caminos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1969,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_23.html,"Pinsapar de Yunquera (Málaga)",36.736756,-4.966008,"Archivo de José Pino Rivera",cb_ajpr0023.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll024,cb_ajpr0024.jpg,,,"Página de 30/04/1970 del libro de registro de trabajos. Construcción de cortafuegos nuevos en el monte Pinar, Yunquera (Málaga).",José Pino Rivera,1970-04-30,"Importe de construcción de cortafuegos nuevo en el monte Pinar de Yunquera (Málaga). Cortafuego nuevo construídos de 20 metros de ancho, del puerto del Llano de la Casa hasta el puerto del Cornicalejo. Trabajos realizados la segunda quincena de marzo y la primera y segunda de abril: 52 peones forestales; 230 jornales; precio del jornal 200 Ptas; 2.815 metros lineales; importe total (salarios más recibos) 46.580 Ptas. Cerrada esta página el 30/04/1970.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;cortafuegos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1970,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Pinsapar de Yunquera (Málaga)",36.715039,-4.973744,"Archivo de José Pino Rivera",cb_ajpr0024.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll025,cb_ajpr0025.jpg,,,"Página de 15/05/1970 del libro de registro de trabajos. Reparación de caminos en el monte Pinar, Yunquera (Málaga).",José Pino Rivera,1970-05-15,"Importe de reparación de caminos en el monte Pinar de Yunquera (Málaga). Caminos reparados desde el puerto del Saucillo hasta el puerto Bellina, desde la cañada de los Mármoles hasta el puerto de las Tres Puertas y desde majada de Canasteros hasta puerto de la Breñuela. Trabajos realizados la primera y la segunda quincenas de abril y la primera de mayo: 10 peones forestales; 27 jornales; precio del jornal 200 Ptas; 2.932 metros lineales; importe total (salarios más recibos) 5.454 Ptas. Cerrada esta página el 15/05/1970.",Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Sierra de las Nieves;reparación de caminos;guardas forestales;Patrimonio Forestal del Estado;Servicio Hidrológico Forestal de Málaga;1969,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_25.html,"Pinsapar de Yunquera (Málaga)",36.726275,-4.971108,"Archivo de José Pino Rivera",cb_ajpr0025.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll026,cb_ajpr0026.jpg,,,"BOE núm. 223, de 2 de septiembre 1957, página 4531. Convocatoria de cinco plazas de guarda forestal en el Distrito Forestal de Granada.",Antonio Cano Ramos,1957-08-26,"ANUNCIO del Distrito forestal de Granada por el que se convocan exámenes de ingreso para cubrir cinco plazas vacantes en el Cuerpo de Guardería Forestal del Estado. Convocatoria de exámenes de ingreso para cubrir cinco plazas vacantes en este Distrito, con la categoría de Guarda de entrada; sueldo anual de 9.600 pesetas, dos mensualidades extraordinarias y demás emolumentos que correspondan.",Granada (Granada);Distrito Forestal;Guardería Forestal del Estado;oposiciones;1957,https://areadoc.blogspot.com/2021/11/pepe-pino-la-conservacion-de-la.html,"Granada (Granada)",37.181830,-3.601057,"Archivo de José Pino Rivera",cb_ajpr0026.jpg,image/BOE,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll027,cb_ajpr0027.jpg,,,"Telegrama de Madrid, nº 47799, depositado el 17 (de mayo) a las 11 (horas). Con motivo festividad San Isidro Labrador 15 mayo ingreso en la Orden del Mérito Agrícola.",Fernando Abril Martorell,1977-05-17,"El año 1977 se celebró el Centenario de la creación de la Guardería Forestal del Estado. Con tal motivo se organizaron diferentes actos y celebraciones; en uno de ellos, que tuvo lugar en El Burgo, se inauguró el mirador del Guarda Forestal y se homenajeó a los guardas forestales de la provincia de Málaga destacados por su trabajo. Uno de los homenajeados fue José Pino Rivera, a quien se le impuso la medalla al Mérito Agrícola en la categoría de bronce",Madrid (Madrid);Ministerio de Agricultura;Orden Civil del Mérito Agrícola;Medalla de bronce;ICONA;centenario;Guardería Forestal del Estado;guardas forestales;1977,https://areadoc.blogspot.com/2019/04/la-medalla-al-merito-agricola-de-mi.html,"Madrid (Madrid)",40.408630,-3.690695,"Archivo de José Pino Rivera",cb_ajpr0027.jpg,image/telegrama,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll028,cb_ajpr0028.jpg,,,"Escrito de 28/05/1977 del Secretario de la Orden Civil del Mérito Agrícola dirigido a José Pino Rivera comunicándole su ingreso en la Orden.",Secretario de la O.C. Mérito Agrícola,1977-05-28,"De conformidad a lo prevenido en el artículo 6º párrafos primero y segundo del Decreto de 14 de diciembre de 1942 y en atención a los méritos y circunstancias que en V. concurren, el Excmo. Sr. Ministro de este Departamento, en Orden de 14 de mayo de 1977 del corriente año, ha acordado conceder a V. el ingreso en la Orden Civil al Mérito Agrícola con la categoría de Medalla de Bronce. Lo que le comunico a V. para su conocimiento, satisfacción y demás efectos. Dios le guarde. Madrid, 28 de mayo de 1977. El Secretario de la Orden.",Madrid (Madrid);Ministerio de Agricultura;Orden Civil del Mérito Agrícola;Medalla de bronce;ingreso;1977,https://areadoc.blogspot.com/2019/04/la-medalla-al-merito-agricola-de-mi.html,"Madrid (Madrid)",40.408630,-3.690695,"Archivo de José Pino Rivera",cb_ajpr0028.jpg,image/telegrama,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll029,cb_ajpr0029.jpg,,,"Acto de entrega de la medalla del Mérito Agrícola en el homenaje a la Guardería Forestal del Estado, diciembre de 1977.",Anónimo,1977-12-17,"Acto de homenaje a la guardería forestal con motivo del I Centenario de la Creación del Cuerpo Especial de la Guarderia Forestal del Estado. Celebrado en diciembre de 1977 en El Burgo (Málaga).",Monumento al guarda forestal en El Burgo (Málaga);centenario;Guardería Forestal del Estado;ICONA;Ministerio de Agricultura;Orden Civil del Mérito Agrícola;Medalla de bronce;guardas forestales;1977,https://areadoc.blogspot.com/2019/04/la-medalla-al-merito-agricola-de-mi.html,"Monumento al guarda forestal en El Burgo (Málaga)",36.781356,-4.986827,"Archivo de José Pino Rivera",cb_ajpr0029jpg,image/imagen fija,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll030,cb_ajpr0030.jpg,,,"Imagen del acto de homenaje con motivo del I centenario del Cuerpo de Guarderia Forestal del Estado, diciembre de 1977.",Anónimo,1977-12-17,"Fotografía del acto principal de homenaje a la Guardería Forestal del Estado en el Burgo (Málaga), en diciembre de 1977. Se inauguró el monumento al guarda forestal, grupo escultórico de Enrique Arrenberg Gracián.",Monumento al guarda forestal en El Burgo (Málaga);centenario;ICONA;Guardería Forestal del Estado;Ministerio de Agricultura;Guardas forestales;1977,https://areadoc.blogspot.com/2019/04/la-medalla-al-merito-agricola-de-mi.html,"Monumento al guarda forestal en El Burgo (Málaga)",36.781356,-4.986827,"Archivo de José Pino Rivera",cb_ajpr0030jpg,image/imagen fija,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll031,cb_ajpr0031.jpg,,,"Página de 31/05/1970 del libro de registro de trabajos. Construcción del carril forestal de las Morenas.",José Pino Rivera,1970-05-31,"Importe de los jornales empleados en medir el carril de la Breñuela desde el Puerto Maderos hasta el Puerto de Ronda, en Yunquera (Málaga). Trabajos realizados la segunda quincena de mayo de 1970: 3 peones forestales; 3 jornales; precio del jornal 175 Ptas; importe total 525 Ptas.",monte Morenas de Briñuela;Yunquera (Málaga);guardas forestales;carriles forestales;Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_30.html,"Carril de las Morenas",36.755123,-4.940755,"Archivo de José Pino Rivera",cb_ajpr0031jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll032,cb_ajpr0032.jpg,,,"Página de 30/07/1970 del libro de registro de trabajos. Reparación y encalado de mojones perimetrales del monte Morenas de Briñuela, Yunquera (Málaga).",José Pino Rivera,1970-07-30,"Importe de los jornales empleados en reparación y encalado de mojones en el monte Breñuelas de Morenas, zonas Este, Norte y Oeste. Trabajos realizados la primera y segunda quincena de julio de 1970: 3 peones forestales; 8 jornales; precio del jornal 175 Ptas; importe total (salarios más recibos) 1856 Ptas.",monte Morenas de Briñuela;Yunquera (Málaga);guardas forestales;mojones;Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_30.html,"monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0032jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll033,cb_ajpr0033.jpg,,,"Página de 15/08/1970 del libro de registro de trabajos. Construcción de terrazas de repoblación forestal en el monte Morenas de Briñuela, Yunquera (Málaga).",José Pino Rivera,1970-08-15,"Importe de los jornales empleados en los trabajos de tractorado de Breñuelas de Morenas. Trabajos realizados la primera y segunda quincenas de julio y primera de agosto de 1970: 6 peones forestales (en la primera quincena de julio) y 3 peones cada una de las otras; 89 jornales; precio del jornal 200 Ptas; 400 horas de bulldozer; importe total (salarios más recibos) 378.230 Ptas.",monte Morenas de Briñuela;Yunquera (Málaga);repoblaciones forestales;plantaciones;guardas forestales;aterrazado;Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_30.html,"monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0033jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll034,cb_ajpr0034.jpg,,,"Página de 23/11/1970 del libro de registro de trabajos. Vigilantes de incendios forestales del cerro de las Abejas en Yunquera (Málaga).",José Pino Rivera,1970-11-23,"Importe de los jornales empleados en los trabajos de vigilancia de incendios forestales en el cerro de Las Abejas. Trabajos realizados la primera y segunda quincenas de julio, de agosto y de septiembre de 1970: 2 peones forestales; 184 jornales; precio del jornal 175 Ptas; importe total (salarios más recibos) 33.590 Ptas.",Cerro de Las Abejas;Yunquera (Málaga);vigilancia de incendios forestales;Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/06/los-trabajos-forestales-en-el-pinsapar.html,"cerro de Las Abejas, Yunquera (Málaga)",36.749844,-4.921385,"Archivo de José Pino Rivera",cb_ajpr0034jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll035,cb_ajpr0035.jpg,,,"Página de 31/08/1970 del libro de registro de trabajos. Extinción de incendios forestales del Peñoncito, agosto de 1970, en El Burgo (Málaga), y cerro del Muelle, septiembre de 1970, en Yunquera (Málaga).",José Pino Rivera,1970-08-31,"Importe de los jornales empleados en los trabajos de extinción de los incendios forestales ocurridos en el Peñoncito y el cerro del Muelle. Incendio forestal del Peñoncito: ocrrido en la primera y segunda quincenas de agosto; 23 peones forestales; 23 jornales; precio del jornal: 175 y 200 Ptas; importe (salarios más recibos de camiones MA-88602 y MA-28835) 6.100 Ptas. Incendio forestal del cerro del Muelle: ocuurido en la primera quincena de septiembre; peones forestales: 22 de Yunquera y 42 de El Burgo; jornales empleados: 37 (personal de Yunquera) y 51 (personal de El Burgo); precio del jornal 200 Ptas; importes (salarios más recibos): 10.138,45 Ptas (personal de Yunquera) y 11.400 Ptas. (personal de El Burgo).",Peñoncito;cerro del Muelle;El Burgo (Málaga);Yunquera (Málaga);incendios forestales;guardas forestales;Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/06/los-trabajos-forestales-en-el-pinsapar.html,"Peñoncito, El Burgo (Málaga)",36.763936,-4.949058,"Archivo de José Pino Rivera",cb_ajpr0035jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll036,cb_ajpr0036.jpg,,,"Página de 30/09/1970 del libro de registro de trabajos. Reparación de caminos en el monte Pinar de Yunquera (Málaga).",José Pino Rivera,1970-09-30,"Importe de los jornales empleados en los trabajos de reparación de caminos desde la cueva del Agua a la peña del Cuco y desde el puerto de saucillo al Pimentón, durante la segunda quincena de septiembre: 3 peones forestales; 14 jornales; precio del jornal 175 Ptas; 2.680 metros; importe total (salarios más recibos) 2.750 Ptas.",reparación de caminos;cueva del Agua;peña del Cuco;puerto del Saucillo;Pimentón;monte Pinar de Yunquera (Málaga);Yunquera (Málaga);Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2019/06/los-trabajos-forestales-en-el-pinsapar.html,"Cueva del Agua, Yunquera (Málaga)",36.731684,-4.968185,"Archivo de José Pino Rivera",cb_ajpr0036.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll037,cb_ajpr0037.jpg,,,"Página de 23/11/1970 del libro de registro de trabajos. Recogida de piña de pinsapo y obtención de semilla en el pinsapar de Yunquera (Málaga).",José Pino Rivera,1970-11-23,"Importe de los jornales empleados en los trabajos de recogida de piña de pinsapo en la cañada de los Mármoles y cañada de los Corrales en el pinsapar de Yunquera (Málaga) y obtención de 383 Kgs de semilla. Trabajos realizados durante las quincenas primera (12 peones) y segunda (4 peones) de septiembre, primera (15 peones) y segunda (3 peones) de octubre y primera (17 peones) de noviembre: 248 jornales en total; precio del jornal 200 Ptas; 383 kg de semilla de pinsapo preparada (110 kg enviado al Servicio de Semillas y 233 kg destinados a siembra en el propio monte); importe total (salarios más recibos) 55.996 Ptas.",Abies pinsapo Boiss.;recogida de piñas;semilla;cañada de los Mármoles;cañada de los Corrales;pinsapar de Yunquera (Málaga);monte Pinar de Yunquera (Málaga);Patrimonio Forestal del Estado;1970,https://areadoc.blogspot.com/2022/02/trabajos-forestales-en-los-montes-de.html,"Cañada de los Mármoles, Yunquera (Málaga)",36.724098,-4.971706,"Archivo de José Pino Rivera",cb_ajpr0037.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll038,cb_ajpr0038.jpg,,,"Página de 15/02/1971 del libro de registro de trabajos. Repoblación forestal del monte Morenas de Briñuela en Yunquera (Málaga).",José Pino Rivera,1971-02-15,"Importe de los jornales empleados en los trabajos de repoblación forestal con planta de pino en el monte Morenas de Briñuela en Yunquera (Málaga). Planta de pino en bolsa (1.004 bolsas en total), a un promedio de 200 plantas por bolsa suponen 200.880 plantas de pino. Distribuidas entre: 371 bolsas con planta de pino carrasco procedente del vivero de El Burgo (351 bolsas con planta plantada a dos plantones por postura) y 763 bolsas con planta de pino pinaster procedente del vivero de Tolox (753 bolsas con planta plantada a dos plantones por postura). Trabajos realizados durante las quincenas segunda de diciembre de 1970, primera y segunda de enero de 1971 y primera de febrero de 1971; 929 jornales en total; precio del jornal 200 Ptas; 110.400 posturas (35.100 de pino carrasco y 75.300 de pino pinaster); importe total (salarios más recibos) 192.228 Ptas.",repoblaciones forestales;plantaciones;pino carrasco;pino negral;monte Morenas de Briñuela;Yunquera (Málaga);guardas forestales;Patrimonio Forestal del Estado;1970;1971,https://areadoc.blogspot.com/2019/05/los-trabajos-forestales-en-el-pinsapar_30.html,"monte Morenas de Briñuela, Yunquera (Málaga)",36.753118,-4.951918,"Archivo de José Pino Rivera",cb_ajpr0038.jpg,image/hoja de registro de trabajos,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
coll039,cb_ajpr0039.jpg,,,"Fotografía con Rudolf Janda, reconocido fotógrafo checo de la naturaleza, verano de 1983.",Anónimo,1983,"Rudolf Janda, fotógrafo checo de la naturaleza, visitó los pinsapares de Yunquera y Ronda el verano de 1983 acompañado por José Pino Rivera, Agente Forestal del ICONA. Rudolf Janda nació el 26 de septiembre de 1907 en Frenštát pod Radhoštěm y falleció el 26 de septiembre de 2000 en Ostrava, ciudad de la región de Moravia (República Checa). Hoy en día es reconocido como un prestigioso artista especializado en fotografía de la naturaleza. Según Jiri Siostrzonek, del Instituto de Fotografía de la Universidad de Silesia en Opava, Rudolf Janda produjo cerca de 15.000 negativos en blanco y negro y 8.000 en color; su nombre aparece en algunas enciclopedias internacionales, pero su obra es relativamente poco conocida. ¿Por qué este hombre, que conoció a los principales exponentes de la vanguardia de entreguerra, decidió seguir trabajando completamente solo y permanecer en su región natal, en lugar de buscar que su nombre se hiciese célebre? La respuesta probablemente esté en el hecho de que para él sus fotografías eran anotaciones de su diario personal, las hacía principalmente para sí mismo y no consideraba la necesidad de exponerlas. Si él ganó alguna riqueza, esta no fue económica, sino la de haberse podido encontrar en este mundo con aquello que podemos llamar belleza (Fuente: Radiodifusión Checa 7, Radio Praga, 2007).",fotógrafos de la naturaleza;Rudolf Janda;pinsapar de Yunquera (Málaga);agentes forestales;ICONA;1983,https://areadoc.blogspot.com/2019/08/los-trabajos-forestales-en-el-pinsapar.html,"pinsapar de Yunquera (Málaga)",36.720772,-4.969836,"Archivo de José Pino Rivera",cb_ajpr0039.jpg,image/imagen fija,image/jpg,esp,,https://creativecommons.org/licenses/by-nc-nd/3.0/deed.es_CO
